132,419
139,376
173,344
169,319
182,276
196,232
163,197
214,171
187,118
194,97
197,105
226,132
236,187
234,207
253,209
225,259
214,271
253,305
281,291
282,262
263,236
302,209
276,186
312,157
291,115
326,98
333,69
296,11
309,60
345,79
341,102
340,138
310,187
320,186
321,218
355,267
397,232
389,212
383,191
374,145
384,120
374,80
399,34
391,83
399,104
428,140
399,187
439,195
435,223
392,244
