484,349
431,388
414,373
401,382
374,375
338,355
302,337
295,346
246,341
227,328
194,319
162,312
115,300
117,335
106,331
74,295
59,293
48,246
37,225
5,205
20,204
71,193
74,222
86,174
142,195
164,139
192,162
231,196
256,188
262,203
279,246
324,271
381,245
367,240
418,261
436,222
476,194
453,170
446,141
451,96
455,99
437,95
453,77
410,68
381,41
354,90
290,102
311,125
266,134
222,141
